x,y,value,rgb_distance
5.04672897,0.814814815,810.810810811,6.103278
5.21495327,0.814814815,810.810810811,4.153312
5.38317757,0.814814815,810.810810811,4.153312
5.55140187,0.814814815,810.810810811,4.716991
5.71962617,0.814814815,778.378378378,5.744563
5.88785047,0.814814815,778.378378378,5
6.05607477,0.814814815,778.378378378,4.242641
6.22429907,0.814814815,778.378378378,3.605551
6.39252336,0.814814815,778.378378378,3.605551
6.56074766,0.814814815,778.378378378,3.605551
6.72897196,0.814814815,745.945945946,5.744563
6.89719626,0.814814815,745.945945946,5.744563
7.06542056,0.814814815,745.945945946,5.656854
7.23364486,0.814814815,778.378378378,5.656854
7.40186916,0.814814815,778.378378378,5.09902
7.57009346,0.814814815,778.378378378,4.582576
7.73831776,0.814814815,778.378378378,4.123106
7.90654206,0.814814815,778.378378378,4.472136
8.07476636,0.814814815,778.378378378,5.09902
8.24299065,0.814814815,810.810810811,5.315073
8.41121495,0.814814815,810.810810811,3.905125
8.57943925,0.814814815,810.810810811,2.5
8.74766355,0.814814815,810.810810811,3.640055
8.91588785,0.814814815,810.810810811,4.031129
9.08411215,0.814814815,810.810810811,5.024938
9.25233645,0.814814815,810.810810811,5.5
9.42056075,0.814814815,843.243243243,5.59017
9.58878505,0.814814815,843.243243243,3.041381
9.75700935,0.814814815,843.243243243,3.5
9.92523364,0.814814815,843.243243243,2.291288
10.0934579,0.814814815,843.243243243,2.061553
10.2616822,0.814814815,843.243243243,2.061553
10.4299065,0.814814815,843.243243243,1.802776
10.5981308,0.814814815,843.243243243,2.061553
10.7663551,0.814814815,843.243243243,2.692582
10.9345794,0.814814815,843.243243243,2.692582
11.1028037,0.814814815,843.243243243,3.5
11.271028,0.814814815,843.243243243,3.5
11.4392523,0.814814815,843.243243243,3.5
11.6074766,0.814814815,843.243243243,2.692582
11.7757009,0.814814815,843.243243243,2.692582
11.9439252,0.814814815,843.243243243,2.692582
12.1121495,0.814814815,843.243243243,1.802776
12.2803738,0.814814815,843.243243243,1.802776
12.4485981,0.814814815,843.243243243,1.802776
12.6168224,0.814814815,843.243243243,1.802776
12.7850467,0.814814815,843.243243243,1.802776
12.953271,0.814814815,843.243243243,1.802776
13.1214953,0.814814815,843.243243243,1.118034
13.2897196,0.814814815,843.243243243,1.118034
13.4579439,0.814814815,843.243243243,1.118034
13.6261682,0.814814815,843.243243243,1.118034
13.7943925,0.814814815,843.243243243,1.118034
13.9626168,0.814814815,843.243243243,1.118034
14.1308411,0.814814815,843.243243243,1.118034
14.2990654,0.814814815,843.243243243,4.153312
14.4672897,0.814814815,843.243243243,5.85235
14.635514,0.814814815,843.243243243,2.291288
14.8037383,0.814814815,843.243243243,12.05197
14.9719626,0.814814815,,82.60448
15.1401869,0.814814815,,46.41121
15.3084112,0.814814815,,50.68037
15.4766355,0.814814815,,87.48857
15.6448598,0.814814815,,50.64583
15.8130841,0.814814815,,89.33784
15.9813084,0.814814815,,89.03089
16.1495327,0.814814815,,84.34601
16.317757,0.814814815,,92.10049
16.4859813,0.814814815,,37.81865
16.6542056,0.814814815,875.675675676,4.582576
16.8224299,0.814814815,875.675675676,5.477226
16.9906542,0.814814815,972.972972973,33.83785
17.1588785,0.814814815,,74.04053
